DateTime;Generation
03Jan2019 19:00:00;0,0000000
03Jan2019 20:00:00;0,0000000
03Jan2019 21:00:00;0,0000080
03Jan2019 22:00:00;0,0000000
03Jan2019 23:00:00;0,0000080
04Jan2019 0:00:00;0,0000000
04Jan2019 1:00:00;0,0000000
04Jan2019 2:00:00;0,0000080
04Jan2019 3:00:00;0,0000000
04Jan2019 4:00:00;0,0000000
04Jan2019 5:00:00;0,0000080
04Jan2019 6:00:00;0,0017250
04Jan2019 7:00:00;0,9482247
04Jan2019 8:00:00;12,4063574
04Jan2019 9:00:00;51,7393131
04Jan2019 10:00:00;106,9846747
04Jan2019 11:00:00;155,3970913
04Jan2019 12:00:00;182,4478375
04Jan2019 13:00:00;178,1794522
04Jan2019 14:00:00;142,9939597
04Jan2019 15:00:00;90,5687026
04Jan2019 16:00:00;40,7874005
04Jan2019 17:00:00;3,4242120
04Jan2019 18:00:00;0,0000000
04Jan2019 19:00:00;0,0000000
04Jan2019 20:00:00;0,0000000
04Jan2019 21:00:00;0,0000000
04Jan2019 22:00:00;0,0000447
04Jan2019 23:00:00;0,0010240
05Jan2019 0:00:00;0,0000000
05Jan2019 1:00:00;0,0000080
05Jan2019 2:00:00;0,0000000
05Jan2019 3:00:00;0,0000080
05Jan2019 4:00:00;0,0000000
05Jan2019 5:00:00;0,0000000
05Jan2019 6:00:00;0,0000080
05Jan2019 7:00:00;0,3328079
05Jan2019 8:00:00;5,1260342
05Jan2019 9:00:00;17,7504954
05Jan2019 10:00:00;26,5220656
05Jan2019 11:00:00;34,5369471
05Jan2019 12:00:00;38,0748728
05Jan2019 13:00:00;34,6306582
05Jan2019 14:00:00;26,8983494
05Jan2019 15:00:00;13,5990730
05Jan2019 16:00:00;3,6611623
05Jan2019 17:00:00;0,1189543
05Jan2019 18:00:00;0,0000000
05Jan2019 19:00:00;0,0000000
05Jan2019 20:00:00;0,0000080
05Jan2019 21:00:00;0,0000000
05Jan2019 22:00:00;0,0000000
05Jan2019 23:00:00;0,0000080
06Jan2019 0:00:00;0,0000000
06Jan2019 1:00:00;0,0000000
06Jan2019 2:00:00;0,0000080
06Jan2019 3:00:00;0,0000000
06Jan2019 4:00:00;0,0000080
06Jan2019 5:00:00;0,0000000
06Jan2019 6:00:00;0,0000000
06Jan2019 7:00:00;0,0645800
06Jan2019 8:00:00;0,3370078
06Jan2019 9:00:00;1,1120924
06Jan2019 10:00:00;2,2241353
06Jan2019 11:00:00;4,7880161
06Jan2019 12:00:00;6,7696177
06Jan2019 13:00:00;7,4840074
06Jan2019 14:00:00;7,0542759
06Jan2019 15:00:00;4,2400308
06Jan2019 16:00:00;1,3691775
06Jan2019 17:00:00;0,0526719
06Jan2019 18:00:00;0,0000080
06Jan2019 19:00:00;0,0000000
06Jan2019 20:00:00;0,0000000
06Jan2019 21:00:00;0,0000080
06Jan2019 22:00:00;0,0000000
06Jan2019 23:00:00;0,0000000
07Jan2019 0:00:00;0,0000080
07Jan2019 1:00:00;0,0000000
07Jan2019 2:00:00;0,0000080
07Jan2019 3:00:00;0,0000000
07Jan2019 4:00:00;0,0000000
07Jan2019 5:00:00;0,0000080
07Jan2019 6:00:00;0,0000000
07Jan2019 7:00:00;0,2875193
07Jan2019 8:00:00;2,7854915
07Jan2019 9:00:00;11,3051673
07Jan2019 10:00:00;26,5913038
07Jan2019 11:00:00;44,1922563
07Jan2019 12:00:00;64,5941090
07Jan2019 13:00:00;71,2156173
07Jan2019 14:00:00;65,3381376
07Jan2019 15:00:00;42,6424252
07Jan2019 16:00:00;15,6070307
07Jan2019 17:00:00;1,0239459
07Jan2019 18:00:00;0,0000000
07Jan2019 19:00:00;0,0000080
07Jan2019 20:00:00;0,0000000
07Jan2019 21:00:00;0,0000000
07Jan2019 22:00:00;0,0000080
07Jan2019 23:00:00;0,0000000
08Jan2019 0:00:00;0,0000000
08Jan2019 1:00:00;0,0000080
08Jan2019 2:00:00;0,0000000
08Jan2019 3:00:00;0,0000080
08Jan2019 4:00:00;0,0000000
08Jan2019 5:00:00;0,0000000
08Jan2019 6:00:00;0,0000000
08Jan2019 7:00:00;0,0992239
08Jan2019 8:00:00;1,0356856
08Jan2019 9:00:00;4,4049616
08Jan2019 10:00:00;9,5453901
08Jan2019 11:00:00;18,2795409
08Jan2019 12:00:00;30,0926382
08Jan2019 13:00:00;34,6551037
08Jan2019 14:00:00;30,7275152
08Jan2019 15:00:00;18,9674106
08Jan2019 16:00:00;7,2083202
08Jan2019 17:00:00;0,5033503
08Jan2019 18:00:00;0,0000000
08Jan2019 19:00:00;0,0000080
08Jan2019 20:00:00;0,0000000
08Jan2019 21:00:00;0,0000000
08Jan2019 22:00:00;0,0000080
08Jan2019 23:00:00;0,0000000
09Jan2019 0:00:00;0,0000000
09Jan2019 1:00:00;0,0000080
09Jan2019 2:00:00;0,0000000
09Jan2019 3:00:00;0,0000000
09Jan2019 4:00:00;0,0000000
09Jan2019 5:00:00;0,0000000
09Jan2019 6:00:00;0,0000080
09Jan2019 7:00:00;1,1047168
09Jan2019 8:00:00;13,1538934
09Jan2019 9:00:00;48,1429236
09Jan2019 10:00:00;89,1327404
09Jan2019 11:00:00;121,6783463
09Jan2019 12:00:00;141,7694398
09Jan2019 13:00:00;149,4242286
09Jan2019 14:00:00;129,0410169
09Jan2019 15:00:00;82,2847966
09Jan2019 16:00:00;29,9604726
09Jan2019 17:00:00;3,1530463
09Jan2019 18:00:00;0,0000080
09Jan2019 19:00:00;0,0000000
09Jan2019 20:00:00;0,0000000
09Jan2019 21:00:00;0,0000080
09Jan2019 22:00:00;0,0000000
09Jan2019 23:00:00;0,0000000
10Jan2019 0:00:00;0,0000080
10Jan2019 1:00:00;0,0000000
10Jan2019 2:00:00;0,0000000
10Jan2019 3:00:00;0,0000080
10Jan2019 4:00:00;0,0000000
10Jan2019 5:00:00;0,0000080
10Jan2019 6:00:00;0,0034500
10Jan2019 7:00:00;2,8460986
10Jan2019 8:00:00;17,8437397
10Jan2019 9:00:00;46,0270243
10Jan2019 10:00:00;74,7146290
10Jan2019 11:00:00;97,7685812
10Jan2019 12:00:00;118,4434700
10Jan2019 13:00:00;121,2658075
10Jan2019 14:00:00;103,0581742
10Jan2019 15:00:00;69,0636313
10Jan2019 16:00:00;23,8014335
10Jan2019 17:00:00;1,9925396
10Jan2019 18:00:00;0,0000080
10Jan2019 19:00:00;0,0000000
10Jan2019 20:00:00;0,0000000
10Jan2019 21:00:00;0,0000080
10Jan2019 22:00:00;0,0000000
10Jan2019 23:00:00;0,0000000
11Jan2019 0:00:00;0,0000080
11Jan2019 1:00:00;0,0000000
11Jan2019 2:00:00;0,0000080
11Jan2019 3:00:00;0,0000000
11Jan2019 4:00:00;0,0000000
11Jan2019 5:00:00;0,0000080
11Jan2019 6:00:00;0,0051750
11Jan2019 7:00:00;4,1611244
11Jan2019 8:00:00;26,7530177
11Jan2019 9:00:00;61,3398317
11Jan2019 10:00:00;92,2074083
11Jan2019 11:00:00;117,6209640
11Jan2019 12:00:00;132,5728523
11Jan2019 13:00:00;125,8861276
11Jan2019 14:00:00;100,8037227
11Jan2019 15:00:00;61,1037269
11Jan2019 16:00:00;21,7549300
11Jan2019 17:00:00;1,7423689
11Jan2019 18:00:00;0,0000000
11Jan2019 19:00:00;0,0000000
11Jan2019 20:00:00;0,0000080
11Jan2019 21:00:00;0,0000000
11Jan2019 22:00:00;0,0000080
11Jan2019 23:00:00;0,0000000
12Jan2019 0:00:00;0,0000000
12Jan2019 1:00:00;0,0000000
12Jan2019 2:00:00;0,0000000
12Jan2019 3:00:00;0,0000000
12Jan2019 4:00:00;0,0000080
12Jan2019 5:00:00;0,0000000
12Jan2019 6:00:00;0,0017330
12Jan2019 7:00:00;2,4028431
12Jan2019 8:00:00;16,9250556
12Jan2019 9:00:00;44,0417530
12Jan2019 10:00:00;85,1104269
12Jan2019 11:00:00;103,0660868
12Jan2019 12:00:00;106,5045530
12Jan2019 13:00:00;94,7405210
12Jan2019 14:00:00;72,3600539
12Jan2019 15:00:00;41,9097743
12Jan2019 16:00:00;17,4478933
12Jan2019 17:00:00;1,1373453
12Jan2019 18:00:00;0,0000000
12Jan2019 19:00:00;0,0000000
12Jan2019 20:00:00;0,0000000
12Jan2019 21:00:00;0,0000000
12Jan2019 22:00:00;0,0000000
12Jan2019 23:00:00;0,0000000
13Jan2019 0:00:00;0,0000000
13Jan2019 1:00:00;0,0000000
13Jan2019 2:00:00;0,0000000
13Jan2019 3:00:00;0,0000000
13Jan2019 4:00:00;0,0000000
13Jan2019 5:00:00;0,0000000
13Jan2019 6:00:00;0,0000000
13Jan2019 7:00:00;0,2990271
13Jan2019 8:00:00;2,7038148
13Jan2019 9:00:00;9,4072299
13Jan2019 10:00:00;19,9180658
13Jan2019 11:00:00;28,1877903
13Jan2019 12:00:00;35,2914713
13Jan2019 13:00:00;39,4832262
13Jan2019 14:00:00;32,0733265
13Jan2019 15:00:00;19,4612277
13Jan2019 16:00:00;6,7860406
13Jan2019 17:00:00;0,3452281
13Jan2019 18:00:00;0,0000080
13Jan2019 19:00:00;0,0000000
13Jan2019 20:00:00;0,0000000
13Jan2019 21:00:00;0,0000080
13Jan2019 22:00:00;0,0000000
13Jan2019 23:00:00;0,0000000
14Jan2019 0:00:00;0,0000080
14Jan2019 1:00:00;0,0000000
14Jan2019 2:00:00;0,0000000
14Jan2019 3:00:00;0,0000080
14Jan2019 4:00:00;0,0000000
14Jan2019 5:00:00;0,0000080
14Jan2019 6:00:00;0,0000000
14Jan2019 7:00:00;1,1759008
14Jan2019 8:00:00;10,4468468
14Jan2019 9:00:00;29,5375695
14Jan2019 10:00:00;60,4427225
14Jan2019 11:00:00;70,5902616
14Jan2019 12:00:00;62,0079916
14Jan2019 13:00:00;61,6157173
14Jan2019 14:00:00;50,8567446
14Jan2019 15:00:00;34,2029443
14Jan2019 16:00:00;14,0245143
14Jan2019 17:00:00;1,3415206
14Jan2019 18:00:00;0,0000000
14Jan2019 19:00:00;0,0000000
14Jan2019 20:00:00;0,0000080
14Jan2019 21:00:00;0,0000000
14Jan2019 22:00:00;0,0000000
14Jan2019 23:00:00;0,0000080
15Jan2019 0:00:00;0,0000000
15Jan2019 1:00:00;0,0000080
15Jan2019 2:00:00;0,0000000
15Jan2019 3:00:00;0,0000000
15Jan2019 4:00:00;0,0000080
15Jan2019 5:00:00;0,0000353
15Jan2019 6:00:00;0,0000000
15Jan2019 7:00:00;1,1814591
15Jan2019 8:00:00;9,4149132
15Jan2019 9:00:00;26,7141120
15Jan2019 10:00:00;38,3572414
15Jan2019 11:00:00;35,0885932
15Jan2019 12:00:00;24,3785324
15Jan2019 13:00:00;20,1949243
15Jan2019 14:00:00;17,3655918
15Jan2019 15:00:00;7,5928830
15Jan2019 16:00:00;2,7466691
15Jan2019 17:00:00;0,2896350
15Jan2019 18:00:00;0,0000000
15Jan2019 19:00:00;0,0000268
15Jan2019 20:00:00;0,0000000
15Jan2019 21:00:00;0,0000000
15Jan2019 22:00:00;0,0000080
15Jan2019 23:00:00;0,0000000
16Jan2019 0:00:00;0,0015490
16Jan2019 1:00:00;0,0100400
16Jan2019 2:00:00;0,0000000
16Jan2019 3:00:00;0,0000080
16Jan2019 4:00:00;0,0000000
16Jan2019 5:00:00;0,0000000
16Jan2019 6:00:00;0,0000080
16Jan2019 7:00:00;0,2951462
16Jan2019 8:00:00;3,5210228
16Jan2019 9:00:00;12,9385233
16Jan2019 10:00:00;24,5761044
16Jan2019 11:00:00;38,9038406
16Jan2019 12:00:00;53,3204196
16Jan2019 13:00:00;77,9957262
16Jan2019 14:00:00;99,2698738
16Jan2019 15:00:00;85,5375712
16Jan2019 16:00:00;43,3336208
16Jan2019 17:00:00;6,3249064
16Jan2019 18:00:00;0,0000080
16Jan2019 19:00:00;0,0000000
16Jan2019 20:00:00;0,0000000
16Jan2019 21:00:00;0,0000080
16Jan2019 22:00:00;0,0000000
16Jan2019 23:00:00;0,0000000
17Jan2019 0:00:00;0,0000080
17Jan2019 1:00:00;0,0000000
17Jan2019 2:00:00;0,0000080
17Jan2019 3:00:00;0,0000431
17Jan2019 4:00:00;0,0000000
17Jan2019 5:00:00;0,0000080
17Jan2019 6:00:00;0,0017250
17Jan2019 7:00:00;1,6755664
17Jan2019 8:00:00;15,6467749
17Jan2019 9:00:00;50,6225041
17Jan2019 10:00:00;93,3061151
17Jan2019 11:00:00;120,3388345
17Jan2019 12:00:00;139,6235402
17Jan2019 13:00:00;141,1962742
17Jan2019 14:00:00;127,7449788
17Jan2019 15:00:00;99,4555762
17Jan2019 16:00:00;40,3875350
17Jan2019 17:00:00;6,3004302
17Jan2019 18:00:00;0,0000080
17Jan2019 19:00:00;0,0000000
17Jan2019 20:00:00;0,0000000
17Jan2019 21:00:00;0,0000080
17Jan2019 22:00:00;0,0000000
17Jan2019 23:00:00;0,0000000
18Jan2019 0:00:00;0,0000080
18Jan2019 1:00:00;0,0000000
18Jan2019 2:00:00;0,0000000
18Jan2019 3:00:00;0,0000490
18Jan2019 4:00:00;0,0000000
18Jan2019 5:00:00;0,0000000
18Jan2019 6:00:00;0,0207080
18Jan2019 7:00:00;2,4037019
18Jan2019 8:00:00;19,2763393
18Jan2019 9:00:00;57,3840726
18Jan2019 10:00:00;94,0374341
18Jan2019 11:00:00;120,0365353
18Jan2019 12:00:00;135,3178882
18Jan2019 13:00:00;129,4110311
18Jan2019 14:00:00;118,7847794
18Jan2019 15:00:00;89,8008357
18Jan2019 16:00:00;37,3378127
18Jan2019 17:00:00;5,2758135
18Jan2019 18:00:00;0,0000247
18Jan2019 19:00:00;0,0000000
18Jan2019 20:00:00;0,0000000
18Jan2019 21:00:00;0,0017180
18Jan2019 22:00:00;0,0000000
18Jan2019 23:00:00;0,0017250
19Jan2019 0:00:00;0,0000080
19Jan2019 1:00:00;0,0000000
19Jan2019 2:00:00;0,0000080
19Jan2019 3:00:00;0,0000000
19Jan2019 4:00:00;0,0000000
19Jan2019 5:00:00;0,0000080
19Jan2019 6:00:00;0,0000000
19Jan2019 7:00:00;2,0227408
19Jan2019 8:00:00;13,6104830
19Jan2019 9:00:00;39,4111392
19Jan2019 10:00:00;67,8917423
19Jan2019 11:00:00;89,2611173
19Jan2019 12:00:00;106,9003433
19Jan2019 13:00:00;115,7360953
19Jan2019 14:00:00;98,5725858
19Jan2019 15:00:00;66,3285929
19Jan2019 16:00:00;27,9382449
19Jan2019 17:00:00;3,6258584
19Jan2019 18:00:00;0,0000000
19Jan2019 19:00:00;0,0000000
19Jan2019 20:00:00;0,0000000
19Jan2019 21:00:00;0,0000000
19Jan2019 22:00:00;0,0000000
19Jan2019 23:00:00;0,0000000
20Jan2019 0:00:00;0,0000000
20Jan2019 1:00:00;0,0000000
20Jan2019 2:00:00;0,0000000
20Jan2019 3:00:00;0,0000000
20Jan2019 4:00:00;0,0000000
20Jan2019 5:00:00;0,0000000
20Jan2019 6:00:00;0,0051750
20Jan2019 7:00:00;3,6708479
20Jan2019 8:00:00;21,5633931
20Jan2019 9:00:00;52,1329730
20Jan2019 10:00:00;102,2286583
20Jan2019 11:00:00;162,2752779
20Jan2019 12:00:00;205,5072457
20Jan2019 13:00:00;211,3812941
20Jan2019 14:00:00;189,5347270
20Jan2019 15:00:00;125,9728367
20Jan2019 16:00:00;51,1315292
20Jan2019 17:00:00;4,5838863
20Jan2019 18:00:00;0,0000000
20Jan2019 19:00:00;0,0000080
20Jan2019 20:00:00;0,0000000
20Jan2019 21:00:00;0,0000413
20Jan2019 22:00:00;0,0000080
20Jan2019 23:00:00;0,0000000
21Jan2019 0:00:00;0,0000000
21Jan2019 1:00:00;0,0000080
21Jan2019 2:00:00;0,0000000
21Jan2019 3:00:00;0,0000000
21Jan2019 4:00:00;0,0000000
21Jan2019 5:00:00;0,0000000
21Jan2019 6:00:00;0,0000080
21Jan2019 7:00:00;1,1912424
21Jan2019 8:00:00;9,1583513
21Jan2019 9:00:00;28,1070969
21Jan2019 10:00:00;52,1794509
21Jan2019 11:00:00;69,6145801
21Jan2019 12:00:00;70,1897858
21Jan2019 13:00:00;60,0190009
21Jan2019 14:00:00;43,5724175
21Jan2019 15:00:00;26,0215364
21Jan2019 16:00:00;8,7413122
21Jan2019 17:00:00;0,8497379
21Jan2019 18:00:00;0,0000000
21Jan2019 19:00:00;0,1116872
21Jan2019 20:00:00;0,0000000
21Jan2019 21:00:00;0,0000000
21Jan2019 22:00:00;0,0000000
21Jan2019 23:00:00;0,0000000
22Jan2019 0:00:00;0,0000421
22Jan2019 1:00:00;0,0000000
22Jan2019 2:00:00;0,0000000
22Jan2019 3:00:00;0,0000000
22Jan2019 4:00:00;0,0000000
22Jan2019 5:00:00;0,0000000
22Jan2019 6:00:00;0,0000000
22Jan2019 7:00:00;0,1673838
22Jan2019 8:00:00;3,0467765
22Jan2019 9:00:00;13,0254494
22Jan2019 10:00:00;31,1014806
22Jan2019 11:00:00;51,0094698
22Jan2019 12:00:00;64,9815184
22Jan2019 13:00:00;61,5469011
22Jan2019 14:00:00;47,7010584
22Jan2019 15:00:00;28,1658385
22Jan2019 16:00:00;10,0882369
22Jan2019 17:00:00;1,0017810
22Jan2019 18:00:00;0,0000000
22Jan2019 19:00:00;0,0000188
22Jan2019 20:00:00;0,0000000
22Jan2019 21:00:00;0,0000000
22Jan2019 22:00:00;0,0000000
22Jan2019 23:00:00;0,0000000
23Jan2019 0:00:00;0,0000000
23Jan2019 1:00:00;0,0000000
23Jan2019 2:00:00;0,0000000
23Jan2019 3:00:00;0,0000000
23Jan2019 4:00:00;0,0000000
23Jan2019 5:00:00;0,0000000
23Jan2019 6:00:00;0,0000000
23Jan2019 7:00:00;2,4861922
23Jan2019 8:00:00;20,5106002
23Jan2019 9:00:00;64,7959488
23Jan2019 10:00:00;121,6937593
23Jan2019 11:00:00;166,2008570
23Jan2019 12:00:00;182,7593479
23Jan2019 13:00:00;184,6633555
23Jan2019 14:00:00;150,8796572
23Jan2019 15:00:00;99,4909307
23Jan2019 16:00:00;51,1156656
23Jan2019 17:00:00;6,4338285
23Jan2019 18:00:00;0,0000000
23Jan2019 19:00:00;0,0000213
23Jan2019 20:00:00;0,0000080
23Jan2019 21:00:00;0,0000000
23Jan2019 22:00:00;0,0000000
23Jan2019 23:00:00;0,0000080
24Jan2019 0:00:00;0,0000000
24Jan2019 1:00:00;0,0000000
24Jan2019 2:00:00;0,0000000
24Jan2019 3:00:00;0,0000000
24Jan2019 4:00:00;0,0000080
24Jan2019 5:00:00;0,0000000
24Jan2019 6:00:00;0,0000000
24Jan2019 7:00:00;3,1883054
24Jan2019 8:00:00;21,0114136
24Jan2019 9:00:00;51,1198265
24Jan2019 10:00:00;86,7891502
24Jan2019 11:00:00;110,0151504
24Jan2019 12:00:00;121,6585171
24Jan2019 13:00:00;94,7789683
24Jan2019 14:00:00;66,5507957
24Jan2019 15:00:00;38,4347203
24Jan2019 16:00:00;15,6279849
24Jan2019 17:00:00;1,8419638
24Jan2019 18:00:00;0,0000000
24Jan2019 19:00:00;0,0000000
24Jan2019 20:00:00;0,0000348
24Jan2019 21:00:00;0,0000000
24Jan2019 22:00:00;0,0000000
24Jan2019 23:00:00;0,0000080
25Jan2019 0:00:00;0,0000000
25Jan2019 1:00:00;0,0000000
25Jan2019 2:00:00;0,0000080
25Jan2019 3:00:00;0,0000000
25Jan2019 4:00:00;0,0000080
25Jan2019 5:00:00;0,0000000
25Jan2019 6:00:00;0,0000000
25Jan2019 7:00:00;4,8361692
25Jan2019 8:00:00;30,4230951
25Jan2019 9:00:00;75,4728109
25Jan2019 10:00:00;113,0416145
25Jan2019 11:00:00;133,9240664
25Jan2019 12:00:00;133,5555754
25Jan2019 13:00:00;106,2014028
25Jan2019 14:00:00;71,8285467
25Jan2019 15:00:00;37,9208947
25Jan2019 16:00:00;14,2573958
25Jan2019 17:00:00;1,8562073
25Jan2019 18:00:00;0,0000000
25Jan2019 19:00:00;0,0000080
25Jan2019 20:00:00;0,0000000
25Jan2019 21:00:00;0,0000000
25Jan2019 22:00:00;0,0000447
25Jan2019 23:00:00;0,0000000
26Jan2019 0:00:00;0,0000000
26Jan2019 1:00:00;0,0000080
26Jan2019 2:00:00;0,0000000
26Jan2019 3:00:00;0,0000000
26Jan2019 4:00:00;0,0000000
26Jan2019 5:00:00;0,0000000
26Jan2019 6:00:00;0,0000080
26Jan2019 7:00:00;1,4826438
26Jan2019 8:00:00;11,1739632
26Jan2019 9:00:00;36,6760146
26Jan2019 10:00:00;63,4561423
26Jan2019 11:00:00;68,0518992
26Jan2019 12:00:00;52,5687793
26Jan2019 13:00:00;33,4698713
26Jan2019 14:00:00;24,6059425
26Jan2019 15:00:00;21,2040896
26Jan2019 16:00:00;13,2881060
26Jan2019 17:00:00;3,0393735
26Jan2019 18:00:00;0,0000000
26Jan2019 19:00:00;0,0000000
26Jan2019 20:00:00;0,0000309
26Jan2019 21:00:00;0,0000000
26Jan2019 22:00:00;0,0000000
26Jan2019 23:00:00;0,0000000
27Jan2019 0:00:00;0,0000000
27Jan2019 1:00:00;0,0000000
27Jan2019 2:00:00;0,0000000
27Jan2019 3:00:00;0,0000000
27Jan2019 4:00:00;0,0000000
27Jan2019 5:00:00;0,0000000
27Jan2019 6:00:00;0,0000000
27Jan2019 7:00:00;2,5969581
27Jan2019 8:00:00;12,3535420
27Jan2019 9:00:00;25,7372303
27Jan2019 10:00:00;34,0413436
27Jan2019 11:00:00;46,1160519
27Jan2019 12:00:00;63,0144442
27Jan2019 13:00:00;68,1421055
27Jan2019 14:00:00;67,6482671
27Jan2019 15:00:00;48,3340179
27Jan2019 16:00:00;26,3306579
27Jan2019 17:00:00;5,7119657
27Jan2019 18:00:00;0,0029271
27Jan2019 19:00:00;0,0000000
27Jan2019 20:00:00;0,0000000
27Jan2019 21:00:00;0,0000000
27Jan2019 22:00:00;0,0000080
27Jan2019 23:00:00;0,0000000
28Jan2019 0:00:00;0,0000000
28Jan2019 1:00:00;0,0000522
28Jan2019 2:00:00;0,0000000
28Jan2019 3:00:00;0,0000080
28Jan2019 4:00:00;0,0000000
28Jan2019 5:00:00;0,0000000
28Jan2019 6:00:00;0,0000080
28Jan2019 7:00:00;4,9108619
28Jan2019 8:00:00;33,7571048
28Jan2019 9:00:00;89,1532217
28Jan2019 10:00:00;132,1596442
28Jan2019 11:00:00;156,3528675
28Jan2019 12:00:00;179,8040386
28Jan2019 13:00:00;199,7747033
28Jan2019 14:00:00;183,3677552
28Jan2019 15:00:00;118,3490835
28Jan2019 16:00:00;66,2916678
28Jan2019 17:00:00;19,2674264
28Jan2019 18:00:00;0,0529859
28Jan2019 19:00:00;0,0000000
28Jan2019 20:00:00;0,0000000
28Jan2019 21:00:00;0,0000080
28Jan2019 22:00:00;0,0000000
28Jan2019 23:00:00;0,0000000
29Jan2019 0:00:00;0,0000080
29Jan2019 1:00:00;0,0000000
29Jan2019 2:00:00;0,0000080
29Jan2019 3:00:00;0,0000000
29Jan2019 4:00:00;0,0000000
29Jan2019 5:00:00;0,0000000
29Jan2019 6:00:00;0,0026910
29Jan2019 7:00:00;8,4366784
29Jan2019 8:00:00;48,4783725
29Jan2019 9:00:00;122,0242086
29Jan2019 10:00:00;188,1945206
29Jan2019 11:00:00;219,2894616
29Jan2019 12:00:00;229,1873779
29Jan2019 13:00:00;221,7105186
29Jan2019 14:00:00;180,5675621
29Jan2019 15:00:00;119,8828192
29Jan2019 16:00:00;59,8319986
29Jan2019 17:00:00;10,1009788
29Jan2019 18:00:00;0,0000000
29Jan2019 19:00:00;0,0000080
29Jan2019 20:00:00;0,0000000
29Jan2019 21:00:00;0,0000000
29Jan2019 22:00:00;0,0000080
29Jan2019 23:00:00;0,0000000
30Jan2019 0:00:00;0,0000501
30Jan2019 1:00:00;0,0000000
30Jan2019 2:00:00;0,0000000
30Jan2019 3:00:00;0,0000080
30Jan2019 4:00:00;0,0000000
30Jan2019 5:00:00;0,0000000
30Jan2019 6:00:00;0,0000000
30Jan2019 7:00:00;5,8280842
30Jan2019 8:00:00;18,0828623
30Jan2019 9:00:00;57,9497800
30Jan2019 10:00:00;100,0628849
30Jan2019 11:00:00;127,0454151
30Jan2019 12:00:00;132,0318430
30Jan2019 13:00:00;132,4893183
30Jan2019 14:00:00;102,4674635
30Jan2019 15:00:00;60,9067617
30Jan2019 16:00:00;26,4239480
30Jan2019 17:00:00;5,4475879
30Jan2019 18:00:00;0,0014690
30Jan2019 19:00:00;0,0000080
30Jan2019 20:00:00;0,0440854
30Jan2019 21:00:00;0,0000000
30Jan2019 22:00:00;0,0000080
30Jan2019 23:00:00;0,0000000
31Jan2019 0:00:00;0,0000080
31Jan2019 1:00:00;0,0000000
31Jan2019 2:00:00;0,0000000
31Jan2019 3:00:00;0,0000080
31Jan2019 4:00:00;0,0000000
31Jan2019 5:00:00;0,0000000
31Jan2019 6:00:00;0,0000080
31Jan2019 7:00:00;5,5814899
31Jan2019 8:00:00;31,3259549
31Jan2019 9:00:00;67,1898479
31Jan2019 10:00:00;110,9184743
31Jan2019 11:00:00;118,6739523
31Jan2019 12:00:00;95,4906444
31Jan2019 13:00:00;87,9330715
31Jan2019 14:00:00;75,2621968
